name,smiles,150_20,NssssN,SssssN,ETA_shape_y,RNCG,AATSC1are,GhoseFilter,AATSC1se,AATSC1pe,JGI4,AATSC1i,NssssC,SssssC,AETA_eta_B,piPC8,NddsN,SIC3,JGI3,NssNH,MATS1i,AATS4v,BIC3,ATSC6s,GATS4d,n10FHRing,VE2_Dt,VE2_Dzm,VE2_DzZ,VE2_A,VE2_Dzi,VE2_Dzare,VE2_Dzpe,VE2_Dzse,VE2_D,AXp-5d,MATS1are,BCUTs-1l,VE2_Dzv,AETA_eta_BR,VE2_Dzp,NsNH2,AETA_eta_FL,SlogP_VSA5,AATSC2v,ATSC3s,SsNH2,MATS1pe,nBase,piPC7,NdCH2,Xch-7dv,ATSC8Z,ATSC4s,NssO,BCUTc-1l,ATSC7m,fMF,AATSC3s,AETA_eta_RL,SssO,GATS2c,ATSC8m,MPC10,ATS8s,HybRatio,ATSC7Z,FCSP3,GATS2se,ATSC5are,AETA_eta_L,Xch-6dv,AXp-3d,MATS4pe,MPC8,C4SP3,MPC9,AETA_beta,n10FAHRing,GATS4pe,AATSC0d,SsssN,AETA_beta_ns_d,AETA_beta_ns,SIC0,SsBr,GGI6,RotRatio,GATS2are,BIC0,MWC08,MWC06,MWC10,NdsN,MWC07,MWC09,GATS2s,NdssS,MWC05,MWC04,VE3_A,MPC7,SRW08,SRW06,SRW10,NtCH,Xpc-6d,AETA_dBeta,GATS2pe,Xc-4dv,VE3_Dzp,MWC03,VR3_Dzi,ATS8m
"1,2,4,5-Tetrakis(bromomethyl) benzene",BrCC1=C(CBr)C=C(CBr)C(CBr)=C1,0.983,0,0,0.19354838,0.14858076,6.36E-18,1,2.13E-18,-1.19E-17,0.060246915,-3.33E-16,0,0,0.010938103,3.7256935,0,0.6001421,0.04761905,0,-2.80E-16,222.8837,0.5786949,0.60563844,1.1361445,0,0.26542348,0.26301566,0.26295745,0.2383424,0.2605978,0.26071998,0.26087376,0.2608993,0.26223058,0.08357578,1.60E-16,1.0367888,0.26113436,0.01708096,0.26183784,0,0.012164664,22.253805,-11.55593,-2.3681483,0,-1.62E-16,0,4.706711,0,0.058925565,0,-3.4887688,0,-0.33620173,1320.3889,0.25,-0.052625522,0.4829343,0,1.1301687,0,0,0,0.4,231.125,0.4,1.0507464,0.101625,0.47076964,0.020833334,0.19341002,-0.018588336,6,0,2,0.9285714,0,0.8748505,0.5763889,0,0,0.42857143,0.32352626,14.044448,0.08163265,0.2857143,1.0423645,0.31196442,9.287394,7.568896,11.006573,0,8.427925,10.146943,0.8198333,0,6.710523,5.855072,1.5414826,18,7.709308,6.107023,9.366404,0,4.45113,-0.071428575,1.0562261,0,1.6354997,5.0039463,4.4364753,0
7-Fluoroisatin,O=C1NC2=C(C=CC=C2F)C1=O,0.7456,0,0,0.46708184,0.26334435,-0.020479757,0,-0.011682771,-0.017159468,0.0630303,0.011415602,0,0,0.017986355,5.2689853,0,1,0.08063272,1,0.00387369,197.78105,0.8969753,-18.937065,1.174468,0,0.28832528,0.28608963,0.28604534,0.2688273,0.28597257,0.28613317,0.28608117,0.2860181,0.28515553,0.07620257,-0.069813475,1.4136369,0.28407583,0.032319687,0.2815644,0,0.30325484,10.357988,-5.959936,2.9444444,0,-0.06815101,0,5.2046933,0,0.10021071,0,-44.981663,0,-0.3658804,0,0.5625,0.09201389,0.47486478,0,1.011773,0,2,0,0,0,0,0.6150501,1.0179183,0.17160992,0.083238974,0.18056284,-0.40986577,22,0,9,1.4375,0,1.5805018,0.734375,0,0.041666668,0.7916667,0.46875,0,0,0,0.59179956,0.42045718,9.515838,7.724447,11.308272,0,8.618847,10.411359,0.6326625,0,6.827629,5.9375362,1.353542,25,7.8156104,6.1800165,9.496797,0,5.5892386,0.14583333,0.5741208,0,1.3998342,5.043425,4.058236,0
3-Fluoroaniline,NC1=CC=CC(F)=C1,0.357,0,0,0.27131784,0.5451206,-0.026580613,0,-0.013412572,-0.0236,0.074074075,0.30963615,0,0,0.015814982,0,0,0.96247864,0.071428575,0,0.102805465,104.950836,0.8965214,2.399093,0.9625,0,0.3526438,0.3491826,0.3491059,0.34209186,0.3493792,0.34935448,0.3492155,0.34905347,0.35025185,0.097140454,-0.10896496,1.5144985,0.34620777,0.026564984,0.34366468,1,0.30961776,0,-7.0708747,-16.725624,5.2186112,-0.10948788,0,0,0,0.02653652,0,12.641724,0,-0.28667852,0,0.42857143,-0.66902494,0.47346172,0,0.5322198,0,0,0,0,0,0,0.6255012,-1.3814924,0.16384394,0.027777778,0.21985847,0.19846146,0,0,0,1.4375,0,0.86402136,0.53061223,0,0.125,0.875,0.4180521,0,0,0,0.60450613,0.3894036,8.244071,6.690842,9.7981825,0,7.4413204,8.995289,0.5834481,0,5.888878,5.1416636,0.78362197,0,6.947937,5.4510384,8.479907,0,1.02022,0.3125,0.5943927,0,0.7882091,4.3438053,2.9699235,0
"2-AMINOPHENOL, 98%",OC1=CC=CC=C1N,0.4176,0,0,0.26785713,0.47123408,-0.03775911,0,-0.020750009,-0.034740444,0.11111111,0.51744413,0,0,0.013710389,0,0,0.9317445,0.046875,0,0.34832644,104.81158,0.87297106,2.3703704,0.6788793,0,0.35271928,0.34910354,0.34910592,0.34023914,0.34912455,0.3492828,0.3491677,0.34909663,0.3502755,0.10243774,-0.2925289,1.4662572,0.34687135,0.024460388,0.34540913,1,0.30974174,0,-6.2002783,7.5555553,5.269815,-0.28736866,0,2.1510353,0,0.028460108,0,-16,0,-0.28730267,0,0.4,0.2798354,0.4755663,0,0.64276236,0,0,0,0,0,0,0.62004083,0.16815156,0.16582458,0.027777778,0.23093967,-0.42832142,0,0,0,1.4375,0,1.692766,0.51555556,0,0.125,0.875,0.4000129,0,0,0,0.598148,0.3747805,8.287277,6.717805,9.857915,0,7.5016346,9.072342,0.62241596,0,5.9322453,5.1532917,0.77819145,1,7.0003343,5.4764633,8.555837,0,1.1380712,0.3125,0.5986658,0,0.79327226,4.3694477,2.979275,0
Acetaminophen,O=C(C)NC1=CC=C(O)C=C1,0.6811,0,0,0.29605263,0.4179277,-0.0228545,0,-0.01440098,-0.020036,0.06277778,0.012005089,0,0,0.021152092,3.8407955,0,0.9449911,0.045454547,1,0.008309919,148.01634,0.890778,-11.524375,1.0461993,0,0.29901835,0.29656965,0.29657057,0.2814688,0.29635593,0.29659188,0.29656875,0.29657036,0.29699102,0.09697547,-0.1458462,1.5228295,0.2959398,0.028970273,0.29513463,0,0.29159886,6.923737,-3.7696524,-28.36993,0,-0.13874961,0,4.20189,0,0.026311489,-54,-0.17458333,0,-0.36283517,292.50473,0.3,-0.76675487,0.47104913,0,0.5412135,-250.32272,0,27,0.125,63,0.125,0.54782426,0.4966035,0.17945029,0.027777778,0.21001188,-0.015519368,4,0,0,1.3636364,0,0.8412402,0.5475,0,0.09090909,0.77272725,0.3691551,0,0.16163266,0.09090909,0.5299349,0.34797707,8.651549,7.063904,10.242563,0,7.8426714,9.436599,0.52653354,0,6.251904,5.484797,1.2254717,10,7.266129,5.7776523,8.7952795,0,1.7444062,0.18181819,0.5275321,0,1.2728819,4.6728287,3.7791348,76.61506
4-hydroxybenzaldehyde,O=CC1=CC=C(O)C=C1,0.4951,0,0,0.24,0.53983283,-0.02088889,0,-0.012921849,-0.019500889,0.08555555,0.17109707,0,0,0.009835007,0,0,1,0.027777778,0,0.12521711,124.73452,0.9197169,14.361482,0.6524123,0,0.33164003,0.32826838,0.32827055,0.31737643,0.3280442,0.32837635,0.32829636,0.3282661,0.32846847,0.09812667,-0.12348923,1.5186851,0.32646316,0.019390563,0.32488036,0,0.3190853,10.357988,-8.106976,-4.5244446,0,-0.12649918,0,3.4460113,0,0.028460108,0,-13.582222,0,-0.37233126,-5.1642027,0.4,-0.16757202,0.48063317,0,0.61066383,0,0,0,0,-1.5244445,0,0.7026361,-0.0472,0.16154787,0.027777778,0.22606489,-0.15171209,0,0,0,1.4444444,0,1.2300115,0.50666666,0,0.055555556,0.8888889,0.36588517,0,0,0.11111111,0.7009865,0.33651075,8.386401,6.8167357,9.957265,0,7.598399,9.169831,0.7031587,0,6.0282784,5.2522736,0.9441973,2,7.0553126,5.556828,8.590258,0,1.1710976,0.33333334,0.70711094,0,0.9675658,4.465908,3.2720492,0
"1,5-Difluoro-2,4-dinitrobenzene",O=[N+](C1=C(F)C=C(F)C([N+]([O-])=O)=C1)[O-],0.7669,0,0,0.49081802,0.18039457,0.073565625,0,0.0546,0.057728127,0.051358026,0.24267626,0,0,0.034556102,4.523146,2,0.9375,0.071428575,0,0.062047135,203.3793,0.85376346,112.375,0.74025977,0,0.26573506,0.2634076,0.26337132,0.24260949,0.26349297,0.26362333,0.2634686,0.26333806,0.26315114,0.07139433,0.18967623,1.417634,0.26011348,0.04069896,0.2578051,0,0.31064793,0,-5.0501685,-65.43576,0,0.17838743,0,4.924987,0,0.03658185,0,-27.895834,0,-0.38656124,0,0.375,-2.2564056,0.45931628,0,1.0970886,0,0,0,0,0,0,0.806564,-1.632464,0.14866835,0.020833334,0.18592975,-0.22303914,8,0,0,1.4285715,0,1.3562396,0.859375,0,0.14285715,0.78571427,0.5389098,0,0,0.14285715,0.80067116,0.49077487,9.392745,7.659643,11.12716,0,8.513386,10.247539,0.6538081,0,6.781058,5.9322453,1.5592273,14,7.821242,6.20859,9.484101,0,5.485125,0.14285715,0.772436,0,1.6199782,5.056246,4.3947406,0
4-Iodoanisole,COC1=CC=C(C=C1)I,0.2972,0,0,0.1826087,0.7422502,0.005429687,0,0.000489469,0.005041016,0.08555555,-0.165003,0,0,0.009835007,0,0,0.9257049,0.027777778,0,-0.108105086,172.02283,0.87167674,1.415353,0.8160344,0,0.33164003,0.3288095,0.3287942,0.31737643,0.32665464,0.32693508,0.32723078,0.32712507,0.32846847,0.09812667,0.054523703,1.0053091,0.32509708,0.019390563,0.32285488,0,0.26875106,0,11.378178,-0.30792356,0,0.052706383,0,2.7842393,0,0.08176975,0,-3.3634257,1,-0.5293441,-4587.4033,0.375,-0.011843214,0.48063317,4.965833,1.495928,0,0,0,0.14285715,-812.9531,0.14285715,1.5826067,0.002032031,0.21188213,0.027777778,0.22606489,-0.30264726,0,0,0,1.3333334,0,1.2859831,0.49609375,0,0.11111111,0.7777778,0.3858911,0,0,0.11111111,1.498396,0.36336884,8.386401,6.8167357,9.957265,0,7.598399,9.169831,1.3054839,0,6.0282784,5.2522736,0.9441973,2,7.0553126,5.556828,8.590258,0,1.1710976,0.22222222,1.411729,0,0.96131176,4.465908,3.2861686,0
"1,3-dioxoisoindolin-2-yl cyclohexanecarboxylate",O=C(N(OC(C1CCCCC1)=O)C2=O)C3=C2C=CC=C3,0.9826,0,0,0.36823106,0.19842468,0.015289946,1,0.008666705,0.013582846,0.031282052,-0.01920925,0,0,0.01163365,5.7231765,0,0.77992034,0.0718316,0,-0.013516977,156.0367,0.737235,-37.893425,0.9770115,0,0.22135614,0.22010884,0.22010699,0.18318911,0.22009555,0.21997099,0.22006097,0.2201139,0.22061771,0.0754047,0.09430321,1.2234616,0.2214875,0.02453365,0.22202873,0,0.21387744,52.820084,-4.8899856,30.629251,0,0.09133769,0,5.606606,0,0.165969,-215.8351,8.944445,1,-0.39492458,-851.5499,0.4857143,0.3293468,0.48407704,5.0531483,0.9604213,-1019.2588,60,170.66667,0.4,-181.5494,0.4,0.45204404,-2.272084,0.2701996,0.19634737,0.17848283,-0.007419809,71,0,65,1.1625,0,1.2582608,0.6155102,0.5988152,0,0.525,0.30256632,0,0.3829025,0.09090909,0.45313638,0.28600672,10.007803,8.211483,11.812207,0,9.107975,10.908978,0.47430035,0,7.3165483,6.4281054,1.9916432,69,8.284252,6.6631327,9.951087,0,8.790958,-0.1125,0.46752197,0,2.1839309,5.5412636,5.347302,2329.2698
?-Caryophyllene,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,1,0,0,0.26666668,0.13192949,0.000852071,1,0.00022453,0.001159763,0.047878787,0.051757753,1,0.5676852,0.027291758,4.3694477,0,0.8337721,0.09375,0,0.04,130.21901,0.81724066,-0.2515204,0.9150177,0,0.25794563,0.25587627,0.25587627,0.2162978,0.25587627,0.25587627,0.25587627,0.25587627,0.2556718,0.07730121,0.04,1.106563,0.25587627,0.038758427,0.25587627,0,0.069303446,52.87532,3.9087055,-4.5087113,0,0.04,0,4.204693,1,0.6868867,177.51479,-0.22066075,0,-0.3072258,-555.1844,0.2820513,-0.04213749,0.46698916,0,1.0378956,859.6403,28,48,0.73333335,-114.64497,0.73333335,1.05625,-0.095857985,0.3976857,0.5862945,0.1780053,-0.013945579,41,1,37,0.6666667,0,0.994161,0.6048652,0,0,0.13333334,0.18186632,0,0.15111111,0,1.05625,0.17826039,9.770584,7.954021,11.597055,0,8.846929,10.670791,0.61783975,0,7.034388,6.154858,1.5824163,39,8.253488,6.54103,10.016057,0,5.93458,-0.4,1.05625,0.20412415,1.7504541,5.241747,4.5953016,48.771072
"3-AMINOPHENOL, 98%",Nc1cccc(O)c1,0.5009,0,0,0.26785713,0.4969409,-0.03775911,0,-0.020750009,-0.034740444,0.074074075,0.51744413,0,0,0.015814982,0,0,0.9658723,0.071428575,0,0.34832644,102.05406,0.9049461,3.9506173,1.018319,0,0.3526438,0.34890968,0.34891236,0.34209186,0.34893093,0.3491096,0.34898075,0.34890205,0.35025185,0.097140454,-0.2925289,1.5142019,0.34648922,0.026564984,0.34497118,1,0.30786934,0,-6.2002783,-11,5.298611,-0.28736866,0,0,0,0.028460108,0,11.444445,0,-0.28836322,0,0.4,-0.4074074,0.47346172,0,0.51411265,0,0,0,0,0,0,0.62004083,-0.89033866,0.16559239,0.027777778,0.21985847,0.24954964,0,0,0,1.4375,0,0.74958825,0.51555556,0,0.125,0.875,0.4000129,0,0,0,0.598148,0.3747805,8.244071,6.690842,9.7981825,0,7.4413204,8.995289,0.5570361,0,5.888878,5.1416636,0.78362197,0,6.947937,5.4510384,8.479907,0,1.02022,0.3125,0.5986658,0,0.7920036,4.3438053,2.9748778,0
Naproxen,O=C([C@H](C1=CC2=CC=C(OC)C=C2C=C1)C)O,0.9794,0,0,0.375,0.3130092,-0.006908819,1,-0.005399065,-0.005571254,0.055333335,0.034577668,0,0,0.017695375,6.73127,0,0.93807936,0.03846154,0,0.025462778,178.24689,0.8855742,-3.054833,0.8811644,0,0.24149852,0.23792599,0.2379282,0.21907483,0.23769683,0.2380346,0.23795426,0.2379237,0.23833644,0.07441175,-0.050829697,1.262419,0.23595843,0.027813021,0.23404445,0,0.26585844,18.405094,7.047395,-8.940803,0,-0.043936398,0,6.398439,0,0.07926537,41.70968,-19.292404,1,-0.5293239,-56.362762,0.32258064,-0.13546671,0.47725835,5.1440883,0.8465352,203.41109,30,93.666664,0.21428572,-10.216441,0.21428572,0.722176,0.11800208,0.21139991,0.048112523,0.19170904,-0.17539895,55,0,51,1.2941177,0,1.0607935,0.62434965,0,0.029411765,0.7058824,0.27490062,0,0.34367347,0.16666667,0.7240794,0.25951418,9.635804,7.8969245,11.378994,0,8.763584,10.505533,0.4480193,0,7.0273147,6.1675167,1.8454996,55,8.045909,6.437752,9.700576,0,5.5182605,0.11764706,0.72781414,0,1.9115974,5.3033047,4.9350286,1103.6206
"4,4'-BIPHENYLDICARBONITRILE",C1=CC(=CC=C1C#N)C2=CC=C(C=C2)C#N,0.8355,0,0,0.25641027,0.23790687,0.00011025,1,7.84E-06,0.000230028,0.03277778,0.0442848,0,0,0.005261485,6.305819,0,0.7818957,0.022727273,0,0.02753462,199.83589,0.6989208,6.3761573,0.805,0,0.24778642,0.24588214,0.24588227,0.23002924,0.24591607,0.24589986,0.24588981,0.24588121,0.2454635,0.08066833,0.002029686,1.4689151,0.24569042,0.016011486,0.24560694,0,0.33142206,11.126903,-6.3006697,5.972608,0,0.004175417,0,6.2189736,0,0.055555556,-35.569443,-12.828704,0,-0.3985576,153.262,0.5,0.11945216,0.48937687,0,0.7622902,-168.50934,32,90.333336,0,32.3125,0,0.40296933,-0.2412,0.15795481,0.055555556,0.20014966,-0.21865349,32,0,32,1.6875,0,1.2181902,0.5208333,0,0,1.125,0.2793201,0,0.24163266,0.05882353,0.4851298,0.24967858,9.374074,7.6921134,11.05985,0,8.532082,10.216362,0.38028294,0,6.853299,6.0185933,1.7730435,40,7.8520503,6.289716,9.453679,0,3.2988217,0.5625,0.5585319,0,1.8385695,5.187386,4.76163,1066.3851
Clothianidin,CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl,0.9513,0,0,0.26336634,0.22777611,0.025683742,1,0.01109687,0.017991304,0.043214284,-0.13801306,0,0,0.020054758,4.5591264,1,0.93507534,0.062962964,2,-0.07835557,174.63466,0.8895839,-52.35816,1.0242915,0,0.25422174,0.25519925,0.25519636,0.2231717,0.25475332,0.25483322,0.25491464,0.25494456,0.25445372,0.1022187,0.14284858,0.6048614,0.2539177,0.025788091,0.2527041,0,0.252659,4.877147,9.114154,5.7782435,0,0.10472237,3,4.2904596,0,0.09133742,-7.032136,8.978224,0,-0.342139,-244.82217,0.2173913,0.15616874,0.47422615,0,0.9710064,-29.583351,6,108.27984,0.33333334,-55.85633,0.33333334,0.4207153,-2.008843,0.22156715,0.14554384,0.20843339,-0.1236978,16,0,12,1.1666666,0,1.0332981,0.5746692,0,0.033333335,0.5,0.4894422,0,0.27437642,0.2,0.5268066,0.46563083,9.008836,7.404279,10.61803,1,8.192294,9.802949,0.31072035,0,6.5861716,5.8081427,1.6137015,17,7.506042,6.056784,8.993551,0,2.1223674,-0.16666667,0.5177602,0,1.7379793,4.9904327,4.5386896,1904.5763
"3,5-Difluorobenzonitrile",N#CC1=CC(F)=CC(F)=C1,0.579,0,0,0.33546326,0.33220586,6.86E-17,0,-1.44E-16,2.37E-17,0.06666667,-4.89E-16,0,0,0.019466821,0,0,0.9584249,0.08522727,0,-9.97E-17,184.33015,0.85051733,-5.960059,1.0833334,0,0.31480086,0.31217146,0.31207258,0.29710355,0.31215256,0.31224635,0.31215212,0.31201404,0.31187105,0.093641676,1.76E-16,1.4877523,0.30930448,0.028066821,0.30573905,0,0.3223842,5.5634513,-7.7794275,-53.414696,0,7.18E-17,0,4.3429933,0,0.030212956,0,10.863412,0,-0.39761698,0,0.46153846,-2.322378,0.47195452,0,0.49107802,0,0,0,0,0,0,0.71284974,-0.43531182,0.14957033,0.024056261,0.2038209,0.26258692,0,0,0,1.575,0,0.9123549,0.6390532,0,0.1,1,0.4510762,0,0,0,0.69014144,0.40029025,8.6976795,7.072422,10.323809,0,7.857481,9.483797,0.6586326,0,6.232448,5.4510384,1.0889106,4,7.2730927,5.733341,8.859506,0,2.192027,0.425,0.67380804,0,1.1175618,4.6151204,3.5398734,0
"1,2-Dimethoxybenzene",COC1=CC=CC=C1OC,0.5466,0,0,0.21428572,0.43442327,0.005,0,-0.00125304,0.007654,0.04777778,-0.3312277,0,0,0.00336735,2.7842393,0,0.658604,0.041666668,0,-0.25173846,167.51459,0.62924737,1.2538888,1.6493056,0,0.31464922,0.31094593,0.31095037,0.2936645,0.31049398,0.31116733,0.3110031,0.31094128,0.311404,0.104122326,0.03508772,1.4651675,0.30767152,0.011967351,0.30542722,0,0.29842553,0,10.706418,4.516389,0,0.057521194,0,3.66276,0,0.022680461,0,-3.02,2,-0.5283821,522.2031,0.3,0.14568996,0.488054,10.022408,1.7082894,0,0,0,0.25,109.35,0.25,1.6173736,-1.855,0.18962848,0.027777778,0.20768343,-0.21949212,2,0,1,1.3,0,1.2855198,0.45,0,0.1,0.7,0.31489742,0,0,0.2,1.5479167,0.30086115,8.631414,7.0130157,10.250441,0,7.822044,9.440896,1.4178896,0,6.204558,5.398163,1.0772676,5,7.2189097,5.673323,8.808518,0,1.942809,0.1,1.4919161,0,1.1165414,4.59512,3.5586536,0
(+)-Quinidine,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,0.9977,0,0,0.38372093,0.27013767,0.000691514,1,-0.001446887,0.002192034,0.046419755,-0.17611152,0,0,0.008632236,6.8468766,0,0.94496053,0.038690478,0,-0.122195624,160.50874,0.9047949,3.2989366,1.0748441,1,0.20226458,0.20117658,0.20117718,0.18448278,0.20110634,0.20120578,0.2011845,0.2011759,0.20098926,0.06777668,0.007431647,1.1673468,0.20069757,0.026548903,0.19983448,0,0.2118667,24.509062,2.1258461,5.7199435,0,0.024234205,1,6.5236998,1,0.3716824,-100.15625,-2.483941,1,-0.52930164,-403.97424,0.39583334,0.04366369,0.48779333,5.3495717,1.2391856,-472.7784,153,230.88889,0.45,-84.28125,0.45,1.1901059,1.2849673,0.27592662,0.19113256,0.17200477,-0.023373581,132,0,147,1.125,0,0.9521724,0.609375,2.4339755,0.020833334,0.47916666,0.25216722,0,0.48734695,0.14814815,1.1776578,0.24144885,10.314703,8.494334,12.138056,0,9.40352,11.225817,0.85901386,0,7.585281,6.680855,2.3633235,126,8.619569,6.934397,10.353448,0,11.52876,-0.16666667,1.143234,0,2.4432566,5.7776523,5.8319373,3713.3726
,CCOC(=O)C1=CC=C(C=C1)I,0.6215,0,0,0.22027972,0.47537696,0.002244898,1,-0.000951238,0.002542857,0.038222224,-0.13339062,0,0,0.014819288,3.4983997,0,0.9267673,0.04464286,0,-0.08940289,195.34749,0.8765681,-4.449117,1.27378,0,0.28565353,0.2838485,0.28383952,0.2641955,0.28273505,0.2827629,0.28297928,0.2829284,0.28381744,0.08975685,0.01655629,1.0053067,0.28248608,0.021985956,0.28173867,0,0.24202295,17.281725,5.484667,3.329495,0,0.020356815,0,4.25117,0,0.08431841,-335.02042,-12.074619,1,-0.492234,1483.3434,0.2857143,0.085371666,0.47803184,4.826404,1.0968797,-1965.4467,0,15.099556,0.22222222,281.2245,0.22222222,0.79978496,-1.7366816,0.2360089,0.027777778,0.2123099,-0.3783756,6,0,2,1.2291666,0,1.8407584,0.53061223,0,0.041666668,0.6666667,0.35971916,0,0.10122449,0.16666667,0.7972312,0.34023464,8.821879,7.1996784,10.447235,0,8.005367,9.630037,0.5618685,0,6.3851943,5.587249,1.3361623,10,7.3907986,5.872118,8.952217,0,2.1621518,0.104166664,0.7924986,0,1.4004529,4.7791233,4.006183,1822.5066
Acetamiprid,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl,0.8509,0,0,0.25976562,0.3291577,0.002327219,1,-0.002192284,0.003711243,0.053015873,-0.78497785,0,0,0.018932307,4.808111,0,0.9058208,0.041666668,0,-0.47722742,157.38815,0.85155123,-16.591383,0.8860817,0,0.254531,0.25528312,0.2552739,0.23543555,0.2548719,0.25484133,0.254907,0.25491184,0.25406665,0.09308124,0.025421387,1.3070343,0.25470546,0.02466564,0.25472516,0,0.28275916,12.487188,10.541101,-3.6012864,0,0.03687156,2,4.576642,0,0.039612018,-69.30177,-1.648956,0,-0.42624828,399.11597,0.23076923,-0.0750268,0.4753486,0,1.2854756,-325.3601,6,67.4321,0.33333334,83.69823,0.3,0.7636702,0.67219746,0.19258943,0.021516575,0.21695086,-0.10710407,16,0,10,1.3833333,0,1.0270748,0.55177516,1.8691846,0.033333335,0.73333335,0.35134524,0,0.20244898,0.13333334,0.90434015,0.3302954,9.035392,7.41998,10.654974,1,8.223359,9.843047,0.34938884,0,6.6080008,5.8141303,1.6671972,18,7.6024013,6.0980744,9.144307,0,2.8578327,0.083333336,0.8012675,0,1.7459452,5.0039463,4.542846,1617.9518
4-iodotoluene,CC1=CC=C(C=C1)I,0.354,0,0,0.19444445,0.16704206,4.67E-17,0,5.56E-17,4.98E-17,0.15111111,8.61E-16,0,0,0.015814982,0,0,0.91886324,0.035714287,0,5.67E-16,128.36378,0.8609023,0.50737673,0.6788793,0,0.35248417,0.3490518,0.3490315,0.34275502,0.34700042,0.34687486,0.34728035,0.34720975,0.3496717,0.108728155,2.10E-15,1.0053092,0.34804866,0.026564984,0.34872854,0,0.2468413,5.5634513,6.8713727,-1.7176573,0,1.48E-15,0,0,0,0.0982073,0,-1.1118128,0,-0.31630796,0,0.4,-0.06361694,0.47346172,0,0.92924863,0,0,0,0.14285715,0,0.14285715,0.8149872,0.070238665,0.22662042,0.027777778,0.23045304,-0.123196445,0,0,0,1.3125,0,1.1013805,0.51555556,0,0.0625,0.8125,0.32933933,0,0,0,1.0135466,0.30856493,8.217439,6.6707664,9.765891,0,7.4389715,8.98932,0.8635056,0,5.888878,5.1298985,0.78555864,0,6.9402223,5.4510384,8.46316,0,1.1380712,0.3125,0.79292685,0,0.80283654,4.3438053,2.9867675,0
"1-ADAMANTYLAMINE, 98%",NC12CC3CC(CC(C3)C1)C2,0.9144,0,0,0.2777778,0.4770212,-0.003507168,0,-0.001884383,-0.002528333,0.055555556,0.33234996,1,0.3003472,0.016301706,3.8918202,0,0.6133967,0.0875,0,0.24781583,80.42779,0.600954,1.6090561,1.0389372,0,0.30086973,0.3003749,0.30037543,0.29551384,0.30049032,0.3004363,0.30040178,0.30037165,0.30015618,0.063663274,-0.08752208,1.1324155,0.29959717,0.047574434,0.29921657,1,0.01967227,38.52493,0.6848258,-5.76419,6.320833,-0.056278985,1,4.0073333,0,0.62139964,0,3.2409916,0,-0.24780984,0,0.35714287,-0.056511667,0.47589952,0,0.55760235,0,0,0,1,0,1,0.70436835,-0.55088264,0.45622724,0.24481808,0.16090457,0.10649882,48,0,0,0.6136364,0,0.73622704,0.6772959,0,0,0,0.23698649,0,0,0,0.7877503,0.23217925,9.740321,7.899895,11.581154,0,8.782476,10.623399,0.5588648,0,6.942157,6.061457,1.2741659,54,8.109826,6.350886,9.918721,0,6.392547,-0.6136364,0.8530885,0.10206208,1.2866179,5.1059456,3.8913193,0
4-HYDROXYFLUORENE,C1=CC=C2C(=C1)C(C3=CC=CC=C32)O,0.8192,0,0,0.36585367,0.43219137,-0.007799145,1,-0.004405171,-0.007348437,0.020849673,0.20325063,0,0,0.00265739,6.5930448,0,0.8182464,0.08091787,0,0.14952357,191.07756,0.75032586,-4.111111,1.384326,0,0.26707438,0.26456594,0.2645666,0.24564086,0.2644939,0.26459777,0.26457438,0.26456526,0.26414418,0.07039164,-0.107988164,1.2684612,0.26376706,0.021085963,0.2626531,0,0.29077256,17.23087,-3.745943,4.111111,0,-0.10175175,0,6.248768,0,0.21740189,27,1.2222222,0,-0.3249437,215.65004,0.5416667,0.0734127,0.49121502,0,0.8160928,130.0702,34,3,0.07692308,45,0.07692308,0.8259817,-0.72055554,0.20044243,0.15502632,0.16618682,-0.083474085,62,0,44,1.4464285,0,1.1965234,0.6041667,0,0,0.85714287,0.26094455,0,0.024444444,0,0.83318424,0.23928419,9.843897,8.004031,11.685895,0,8.923325,10.764625,0.87838703,0,7.0859013,6.1717005,1.5716448,62,8.05484,6.391917,9.767267,0,7.1242595,0.26785713,0.84082526,0,1.6386086,5.26269,4.4903245,3.048192
